congress,chamber,committee_code,icpsr,committee_name,is_delegate
103,House,104,13047,APPROPRIATIONS,FALSE
103,House,104,14045,APPROPRIATIONS,FALSE
103,House,104,14469,APPROPRIATIONS,FALSE
103,House,104,14644,APPROPRIATIONS,FALSE
103,House,104,14677,APPROPRIATIONS,FALSE
103,House,104,14854,APPROPRIATIONS,FALSE
103,House,104,14861,APPROPRIATIONS,FALSE
103,House,104,14869,APPROPRIATIONS,FALSE
103,House,104,15094,APPROPRIATIONS,FALSE
103,House,104,15105,APPROPRIATIONS,FALSE
103,House,104,15099,APPROPRIATIONS,FALSE
103,House,104,15075,APPROPRIATIONS,FALSE
103,House,104,15106,APPROPRIATIONS,FALSE
103,House,104,15051,APPROPRIATIONS,FALSE
103,House,104,15090,APPROPRIATIONS,FALSE
103,House,104,15086,APPROPRIATIONS,FALSE
103,House,104,15630,APPROPRIATIONS,FALSE
103,House,104,29135,APPROPRIATIONS,FALSE
103,House,104,29136,APPROPRIATIONS,FALSE
103,House,104,39302,APPROPRIATIONS,FALSE
103,House,104,29392,APPROPRIATIONS,FALSE
103,House,106,13003,ARMED SERVICES,FALSE
103,House,106,11035,ARMED SERVICES,FALSE
103,House,106,13011,ARMED SERVICES,FALSE
103,House,106,14051,ARMED SERVICES,FALSE
103,House,106,14636,ARMED SERVICES,FALSE
103,House,106,14451,ARMED SERVICES,FALSE
103,House,106,14843,ARMED SERVICES,FALSE
103,House,106,14251,ARMED SERVICES,FALSE
103,House,106,15060,ARMED SERVICES,FALSE
103,House,106,15064,ARMED SERVICES,FALSE
103,House,106,15041,ARMED SERVICES,FALSE
103,House,106,15049,ARMED SERVICES,FALSE
103,House,106,15421,ARMED SERVICES,FALSE
103,House,106,15437,ARMED SERVICES,FALSE
103,House,106,15430,ARMED SERVICES,FALSE
103,House,106,15023,ARMED SERVICES,FALSE
103,House,106,15403,ARMED SERVICES,FALSE
103,House,106,15628,ARMED SERVICES,FALSE
103,House,106,15632,ARMED SERVICES,FALSE
103,House,106,15637,ARMED SERVICES,FALSE
103,House,106,15245,ARMED SERVICES,FALSE
103,House,106,29121,ARMED SERVICES,FALSE
103,House,106,29144,ARMED SERVICES,FALSE
103,House,106,29343,ARMED SERVICES,FALSE
103,House,106,39303,ARMED SERVICES,FALSE
103,House,106,29385,ARMED SERVICES,FALSE
103,House,106,29360,ARMED SERVICES,FALSE
103,House,106,29358,ARMED SERVICES,FALSE
103,House,106,70305,ARMED SERVICES,TRUE
103,House,106,29318,ARMED SERVICES,FALSE
103,House,106,29399,ARMED SERVICES,FALSE
103,House,106,15636,ARMED SERVICES,FALSE
103,House,106,29394,ARMED SERVICES,FALSE
103,House,106,13042,ARMED SERVICES,FALSE
103,House,106,14454,ARMED SERVICES,FALSE
103,House,106,14835,ARMED SERVICES,FALSE
103,House,106,15030,ARMED SERVICES,FALSE
103,House,106,15003,ARMED SERVICES,FALSE
103,House,106,14829,ARMED SERVICES,FALSE
103,House,106,15447,ARMED SERVICES,FALSE
103,House,106,15429,ARMED SERVICES,FALSE
103,House,106,15439,ARMED SERVICES,FALSE
103,House,106,14414,ARMED SERVICES,FALSE
103,House,106,15419,ARMED SERVICES,FALSE
103,House,106,15615,ARMED SERVICES,FALSE
103,House,106,15112,ARMED SERVICES,FALSE
103,House,106,29107,ARMED SERVICES,FALSE
103,House,106,15424,ARMED SERVICES,FALSE
103,House,106,29350,ARMED SERVICES,FALSE
103,House,106,29359,ARMED SERVICES,FALSE
103,House,106,29329,ARMED SERVICES,FALSE
103,House,106,39316,ARMED SERVICES,FALSE
103,House,106,29369,ARMED SERVICES,FALSE
103,House,106,29300,ARMED SERVICES,FALSE
103,House,106,29356,ARMED SERVICES,FALSE
103,House,106,29313,ARMED SERVICES,FALSE
103,House,106,29396,ARMED SERVICES,FALSE
103,House,113,10520,"Banking, Finance, and Urban Affairs",FALSE
103,House,113,14262,"Banking, Finance, and Urban Affairs",FALSE
103,House,113,14248,"Banking, Finance, and Urban Affairs",FALSE
103,House,113,14458,"Banking, Finance, and Urban Affairs",FALSE
103,House,113,14858,"Banking, Finance, and Urban Affairs",FALSE
103,House,113,14824,"Banking, Finance, and Urban Affairs",FALSE
103,House,113,15104,"Banking, Finance, and Urban Affairs",FALSE
103,House,113,15427,"Banking, Finance, and Urban Affairs",FALSE
103,House,113,15412,"Banking, Finance, and Urban Affairs",FALSE
103,House,113,15433,"Banking, Finance, and Urban Affairs",FALSE
103,House,113,29106,"Banking, Finance, and Urban Affairs",FALSE
103,House,113,29114,"Banking, Finance, and Urban Affairs",FALSE
103,House,113,29146,"Banking, Finance, and Urban Affairs",FALSE
103,House,113,29112,"Banking, Finance, and Urban Affairs",FALSE
103,House,113,29372,"Banking, Finance, and Urban Affairs",FALSE
103,House,113,29379,"Banking, Finance, and Urban Affairs",FALSE
103,House,113,29335,"Banking, Finance, and Urban Affairs",FALSE
103,House,113,29348,"Banking, Finance, and Urban Affairs",FALSE
103,House,113,29346,"Banking, Finance, and Urban Affairs",FALSE
103,House,113,29317,"Banking, Finance, and Urban Affairs",FALSE
103,House,113,39315,"Banking, Finance, and Urban Affairs",FALSE
103,House,113,29394,"Banking, Finance, and Urban Affairs",FALSE
103,House,113,29378,"Banking, Finance, and Urban Affairs",FALSE
103,House,113,29355,"Banking, Finance, and Urban Affairs",FALSE
103,House,113,29354,"Banking, Finance, and Urban Affairs",FALSE
103,House,113,29383,"Banking, Finance, and Urban Affairs",FALSE
103,House,113,29380,"Banking, Finance, and Urban Affairs",FALSE
103,House,113,29105,"Banking, Finance, and Urban Affairs",FALSE
103,House,113,29395,"Banking, Finance, and Urban Affairs",FALSE
103,House,113,29391,"Banking, Finance, and Urban Affairs",FALSE
103,House,113,14432,"Banking, Finance, and Urban Affairs",FALSE
103,House,113,14842,"Banking, Finance, and Urban Affairs",FALSE
103,House,113,14855,"Banking, Finance, and Urban Affairs",FALSE
103,House,113,14605,"Banking, Finance, and Urban Affairs",FALSE
103,House,113,15056,"Banking, Finance, and Urban Affairs",FALSE
103,House,113,14655,"Banking, Finance, and Urban Affairs",FALSE
103,House,113,15040,"Banking, Finance, and Urban Affairs",FALSE
103,House,113,15401,"Banking, Finance, and Urban Affairs",FALSE
103,House,113,29118,"Banking, Finance, and Urban Affairs",FALSE
103,House,113,15633,"Banking, Finance, and Urban Affairs",FALSE
103,House,113,29143,"Banking, Finance, and Urban Affairs",FALSE
103,House,113,29390,"Banking, Finance, and Urban Affairs",FALSE
103,House,113,29341,"Banking, Finance, and Urban Affairs",FALSE
103,House,113,29365,"Banking, Finance, and Urban Affairs",FALSE
103,House,113,29374,"Banking, Finance, and Urban Affairs",FALSE
103,House,113,29367,"Banking, Finance, and Urban Affairs",FALSE
103,House,113,29301,"Banking, Finance, and Urban Affairs",FALSE
103,House,113,29314,"Banking, Finance, and Urban Affairs",FALSE
103,House,113,29327,"Banking, Finance, and Urban Affairs",FALSE
103,House,113,29375,"Banking, Finance, and Urban Affairs",FALSE
103,House,113,29147,"Banking, Finance, and Urban Affairs",FALSE
103,House,115,14444,BUDGET,FALSE
103,House,115,14421,BUDGET,FALSE
103,House,115,14430,BUDGET,FALSE
103,House,115,14405,BUDGET,FALSE
103,House,115,14656,BUDGET,FALSE
103,House,115,15005,BUDGET,FALSE
103,House,115,15077,BUDGET,FALSE
103,House,115,15013,BUDGET,FALSE
103,House,115,15064,BUDGET,FALSE
103,House,115,14664,BUDGET,FALSE
103,House,115,14824,BUDGET,FALSE
103,House,115,15019,BUDGET,FALSE
103,House,115,15444,BUDGET,FALSE
103,House,115,15617,BUDGET,FALSE
103,House,115,14808,BUDGET,FALSE
103,House,115,14877,BUDGET,FALSE
103,House,115,15001,BUDGET,FALSE
103,House,115,15083,BUDGET,FALSE
103,House,115,15100,BUDGET,FALSE
103,House,115,15438,BUDGET,FALSE
103,House,115,15453,BUDGET,FALSE
103,House,115,15609,BUDGET,FALSE
103,House,115,10757,BUDGET,FALSE
103,House,115,29146,BUDGET,FALSE
103,House,115,29140,BUDGET,FALSE
103,House,115,29384,BUDGET,FALSE
103,House,115,15030,BUDGET,FALSE
103,House,115,15108,BUDGET,FALSE
103,House,115,15105,BUDGET,FALSE
103,House,115,15449,BUDGET,FALSE
103,House,115,14661,BUDGET,FALSE
103,House,115,15445,BUDGET,FALSE
103,House,115,15601,BUDGET,FALSE
103,House,115,29108,BUDGET,FALSE
103,House,115,29333,BUDGET,FALSE
103,House,115,29374,BUDGET,FALSE
103,House,115,29371,BUDGET,FALSE
103,House,115,29364,BUDGET,FALSE
103,House,115,39300,BUDGET,FALSE
103,House,115,29388,BUDGET,FALSE
103,House,115,15420,BUDGET,FALSE
103,House,115,15406,BUDGET,FALSE
103,House,115,29136,BUDGET,FALSE
103,House,115,15632,BUDGET,FALSE
103,House,115,29309,BUDGET,FALSE
103,House,120,14053,District of Columbia,FALSE
103,House,120,15076,District of Columbia,FALSE
103,House,120,15613,District of Columbia,FALSE
103,House,120,70303,District of Columbia,TRUE
103,House,120,15033,District of Columbia,FALSE
103,House,120,15431,District of Columbia,FALSE
103,House,120,29120,District of Columbia,FALSE
103,House,120,14802,District of Columbia,FALSE
103,House,120,15621,District of Columbia,FALSE
103,House,120,15112,District of Columbia,FALSE
103,House,120,15402,District of Columbia,FALSE
103,House,120,13011,District of Columbia,FALSE
103,House,124,10727,Education and Labor,FALSE
103,House,124,12009,Education and Labor,FALSE
103,House,124,14256,Education and Labor,FALSE
103,House,124,14441,Education and Labor,FALSE
103,House,124,14430,Education and Labor,FALSE
103,House,124,14672,Education and Labor,FALSE
103,House,124,14879,Education and Labor,FALSE
103,House,124,15050,Education and Labor,FALSE
103,House,124,15442,Education and Labor,FALSE
103,House,124,15619,Education and Labor,FALSE
103,House,124,15629,Education and Labor,FALSE
103,House,124,10757,Education and Labor,FALSE
103,House,124,29132,Education and Labor,FALSE
103,House,124,29142,Education and Labor,FALSE
103,House,124,29117,Education and Labor,FALSE
103,House,124,15603,Education and Labor,FALSE
103,House,124,29316,Education and Labor,FALSE
103,House,124,39307,Education and Labor,FALSE
103,House,124,39304,Education and Labor,FALSE
103,House,124,29309,Education and Labor,FALSE
103,House,124,70304,Education and Labor,TRUE
103,House,124,29395,Education and Labor,FALSE
103,House,124,29304,Education and Labor,FALSE
103,House,124,29387,Education and Labor,FALSE
103,House,124,70301,Education and Labor,TRUE
103,House,124,70302,Education and Labor,TRUE
103,House,124,29353,Education and Labor,FALSE
103,House,124,14288,Education and Labor,FALSE
103,House,124,14675,Education and Labor,FALSE
103,House,124,14855,Education and Labor,FALSE
103,House,124,14827,Education and Labor,FALSE
103,House,124,15125,Education and Labor,FALSE
103,House,124,15098,Education and Labor,FALSE
103,House,124,15103,Education and Labor,FALSE
103,House,124,15402,Education and Labor,FALSE
103,House,124,15639,Education and Labor,FALSE
103,House,124,29129,Education and Labor,FALSE
103,House,124,29137,Education and Labor,FALSE
103,House,124,29107,Education and Labor,FALSE
103,House,124,29361,Education and Labor,FALSE
103,House,124,29315,Education and Labor,FALSE
103,House,124,29333,Education and Labor,FALSE
103,House,124,70305,Education and Labor,TRUE
103,House,124,29327,Education and Labor,FALSE
103,House,128,2605,Energy and Commerce,FALSE
103,House,128,14280,Energy and Commerce,FALSE
103,House,128,14274,Energy and Commerce,FALSE
103,House,128,14435,Energy and Commerce,FALSE
103,House,128,14666,Energy and Commerce,FALSE
103,House,128,14068,Energy and Commerce,FALSE
103,House,128,14667,Energy and Commerce,FALSE
103,House,128,14679,Energy and Commerce,FALSE
103,House,128,14871,Energy and Commerce,FALSE
103,House,128,14828,Energy and Commerce,FALSE
103,House,128,15055,Energy and Commerce,FALSE
103,House,128,15061,Energy and Commerce,FALSE
103,House,128,15013,Energy and Commerce,FALSE
103,House,128,15010,Energy and Commerce,FALSE
103,House,128,15019,Energy and Commerce,FALSE
103,House,128,15057,Energy and Commerce,FALSE
103,House,128,15107,Energy and Commerce,FALSE
103,House,128,15072,Energy and Commerce,FALSE
103,House,128,14055,Energy and Commerce,FALSE
103,House,128,15032,Energy and Commerce,FALSE
103,House,128,15454,Energy and Commerce,FALSE
103,House,128,29145,Energy and Commerce,FALSE
103,House,128,29324,Energy and Commerce,FALSE
103,House,128,29389,Energy and Commerce,FALSE
103,House,128,39313,Energy and Commerce,FALSE
103,House,128,29398,Energy and Commerce,FALSE
103,House,128,29305,Energy and Commerce,FALSE
103,House,128,14040,Energy and Commerce,FALSE
103,House,128,14802,Energy and Commerce,FALSE
103,House,128,14822,Energy and Commerce,FALSE
103,House,128,14875,Energy and Commerce,FALSE
103,House,128,15006,Energy and Commerce,FALSE
103,House,128,15058,Energy and Commerce,FALSE
103,House,128,15085,Energy and Commerce,FALSE
103,House,128,15108,Energy and Commerce,FALSE
103,House,128,15417,Energy and Commerce,FALSE
103,House,128,15446,Energy and Commerce,FALSE
103,House,128,15627,Energy and Commerce,FALSE
103,House,128,15618,Energy and Commerce,FALSE
103,House,128,15604,Energy and Commerce,FALSE
103,House,128,29150,Energy and Commerce,FALSE
103,House,128,29110,Energy and Commerce,FALSE
103,House,128,29397,Energy and Commerce,FALSE
103,House,128,29345,Energy and Commerce,FALSE
103,House,134,10732,Foreign Affairs,FALSE
103,House,134,14825,Foreign Affairs,FALSE
103,House,134,14837,Foreign Affairs,FALSE
103,House,134,15071,Foreign Affairs,FALSE
103,House,134,15005,Foreign Affairs,FALSE
103,House,134,15000,Foreign Affairs,FALSE
103,House,134,15609,Foreign Affairs,FALSE
103,House,134,15603,Foreign Affairs,FALSE
103,House,134,70302,Foreign Affairs,TRUE
103,House,134,14265,Foreign Affairs,FALSE
103,House,134,14858,Foreign Affairs,FALSE
103,House,134,14879,Foreign Affairs,FALSE
103,House,134,15008,Foreign Affairs,FALSE
103,House,134,15619,Foreign Affairs,FALSE
103,House,134,29132,Foreign Affairs,FALSE
103,House,134,29373,Foreign Affairs,FALSE
103,House,134,29389,Foreign Affairs,FALSE
103,House,134,29344,Foreign Affairs,FALSE
103,House,134,39310,Foreign Affairs,FALSE
103,House,134,29337,Foreign Affairs,FALSE
103,House,134,29391,Foreign Affairs,FALSE
103,House,134,29335,Foreign Affairs,FALSE
103,House,134,29355,Foreign Affairs,FALSE
103,House,134,10583,Foreign Affairs,FALSE
103,House,134,15041,Foreign Affairs,FALSE
103,House,134,15442,Foreign Affairs,FALSE
103,House,134,14015,Foreign Affairs,FALSE
103,House,134,14288,Foreign Affairs,FALSE
103,House,134,14432,Foreign Affairs,FALSE
103,House,134,14655,Foreign Affairs,FALSE
103,House,134,14661,Foreign Affairs,FALSE
103,House,134,14239,Foreign Affairs,FALSE
103,House,134,14605,Foreign Affairs,FALSE
103,House,134,14863,Foreign Affairs,FALSE
103,House,134,15014,Foreign Affairs,FALSE
103,House,134,15109,Foreign Affairs,FALSE
103,House,134,15413,Foreign Affairs,FALSE
103,House,134,15634,Foreign Affairs,FALSE
103,House,134,15402,Foreign Affairs,FALSE
103,House,134,15621,Foreign Affairs,FALSE
103,House,134,29376,Foreign Affairs,FALSE
103,House,134,29349,Foreign Affairs,FALSE
103,House,134,29336,Foreign Affairs,FALSE
103,House,134,29321,Foreign Affairs,FALSE
103,House,134,29348,Foreign Affairs,FALSE
103,House,138,10713,Government Operations,FALSE
103,House,138,14068,Government Operations,FALSE
103,House,138,14219,Government Operations,FALSE
103,House,138,14280,Government Operations,FALSE
103,House,138,14667,Government Operations,FALSE
103,House,138,14262,Government Operations,FALSE
103,House,138,14837,Government Operations,FALSE
103,House,138,15050,Government Operations,FALSE
103,House,138,15072,Government Operations,FALSE
103,House,138,15635,Government Operations,FALSE
103,House,138,29330,Government Operations,FALSE
103,House,138,29309,Government Operations,FALSE
103,House,138,29346,Government Operations,FALSE
103,House,138,29379,Government Operations,FALSE
103,House,138,39315,Government Operations,FALSE
103,House,138,15412,Government Operations,FALSE
103,House,138,15418,Government Operations,FALSE
103,House,138,29145,Government Operations,FALSE
103,House,138,29125,Government Operations,FALSE
103,House,138,29328,Government Operations,FALSE
103,House,138,29398,Government Operations,FALSE
103,House,138,14612,Government Operations,FALSE
103,House,138,15040,Government Operations,FALSE
103,House,138,15417,Government Operations,FALSE
103,House,138,15429,Government Operations,FALSE
103,House,138,15449,Government Operations,FALSE
103,House,138,15624,Government Operations,FALSE
103,House,138,15601,Government Operations,FALSE
103,House,138,15633,Government Operations,FALSE
103,House,138,15634,Government Operations,FALSE
103,House,138,15615,Government Operations,FALSE
103,House,138,29133,Government Operations,FALSE
103,House,138,29130,Government Operations,FALSE
103,House,138,39316,Government Operations,FALSE
103,House,138,29320,Government Operations,FALSE
103,House,138,29390,Government Operations,FALSE
103,House,138,29331,Government Operations,FALSE
103,House,138,29147,Government Operations,FALSE
103,House,138,15064,Government Operations,FALSE
103,House,138,39304,Government Operations,FALSE
103,House,138,29360,Government Operations,FALSE
103,House,138,29386,Government Operations,FALSE
103,House,138,15619,Government Operations,FALSE
103,House,138,29127,Government Operations,FALSE
103,House,138,29393,Government Operations,FALSE
103,House,142,14048,House Administration,FALSE
103,House,142,14666,House Administration,FALSE
103,House,142,12009,House Administration,FALSE
103,House,142,14825,House Administration,FALSE
103,House,142,14626,House Administration,FALSE
103,House,142,15107,House Administration,FALSE
103,House,142,14873,House Administration,FALSE
103,House,142,15082,House Administration,FALSE
103,House,142,14430,House Administration,FALSE
103,House,142,14212,House Administration,FALSE
103,House,142,14877,House Administration,FALSE
103,House,142,15408,House Administration,FALSE
103,House,142,14669,House Administration,FALSE
103,House,142,14627,House Administration,FALSE
103,House,142,14852,House Administration,FALSE
103,House,142,14469,House Administration,FALSE
103,House,142,29129,House Administration,FALSE
103,House,142,29137,House Administration,FALSE
103,House,142,39312,House Administration,FALSE
103,House,156,1077,Judiciary,FALSE
103,House,156,10583,Judiciary,FALSE
103,House,156,10713,Judiciary,FALSE
103,House,156,13024,Judiciary,FALSE
103,House,156,14238,Judiciary,FALSE
103,House,156,14667,Judiciary,FALSE
103,House,156,14051,Judiciary,FALSE
103,House,156,14422,Judiciary,FALSE
103,House,156,14824,Judiciary,FALSE
103,House,156,14858,Judiciary,FALSE
103,House,156,15005,Judiciary,FALSE
103,House,156,15010,Judiciary,FALSE
103,House,156,15013,Judiciary,FALSE
103,House,156,15622,Judiciary,FALSE
103,House,156,29145,Judiciary,FALSE
103,House,156,29142,Judiciary,FALSE
103,House,156,29377,Judiciary,FALSE
103,House,156,39307,Judiciary,FALSE
103,House,156,29385,Judiciary,FALSE
103,House,156,29383,Judiciary,FALSE
103,House,156,29316,Judiciary,FALSE
103,House,156,12013,Judiciary,FALSE
103,House,156,14040,Judiciary,FALSE
103,House,156,14239,Judiciary,FALSE
103,House,156,14657,Judiciary,FALSE
103,House,156,14842,Judiciary,FALSE
103,House,156,15026,Judiciary,FALSE
103,House,156,15092,Judiciary,FALSE
103,House,156,15445,Judiciary,FALSE
103,House,156,15624,Judiciary,FALSE
103,House,156,29126,Judiciary,FALSE
103,House,156,15413,Judiciary,FALSE
103,House,156,29332,Judiciary,FALSE
103,House,156,39300,Judiciary,FALSE
103,House,156,39308,Judiciary,FALSE
103,House,160,14055,Merchant Marine and Fisheries,FALSE
103,House,160,14238,Merchant Marine and Fisheries,FALSE
103,House,160,14636,Merchant Marine and Fisheries,FALSE
103,House,160,14679,Merchant Marine and Fisheries,FALSE
103,House,160,15036,Merchant Marine and Fisheries,FALSE
103,House,160,15049,Merchant Marine and Fisheries,FALSE
103,House,160,15107,Merchant Marine and Fisheries,FALSE
103,House,160,15437,Merchant Marine and Fisheries,FALSE
103,House,160,15421,Merchant Marine and Fisheries,FALSE
103,House,160,15454,Merchant Marine and Fisheries,FALSE
103,House,160,15611,Merchant Marine and Fisheries,FALSE
103,House,160,15629,Merchant Marine and Fisheries,FALSE
103,House,160,15637,Merchant Marine and Fisheries,FALSE
103,House,160,29142,Merchant Marine and Fisheries,FALSE
103,House,160,15430,Merchant Marine and Fisheries,FALSE
103,House,160,29394,Merchant Marine and Fisheries,FALSE
103,House,160,29324,Merchant Marine and Fisheries,FALSE
103,House,160,39304,Merchant Marine and Fisheries,FALSE
103,House,160,29337,Merchant Marine and Fisheries,FALSE
103,House,160,29308,Merchant Marine and Fisheries,FALSE
103,House,160,29305,Merchant Marine and Fisheries,FALSE
103,House,160,29312,Merchant Marine and Fisheries,FALSE
103,House,160,29351,Merchant Marine and Fisheries,FALSE
103,House,160,29360,Merchant Marine and Fisheries,FALSE
103,House,160,29121,Merchant Marine and Fisheries,FALSE
103,House,160,39310,Merchant Marine and Fisheries,FALSE
103,House,160,29335,Merchant Marine and Fisheries,FALSE
103,House,160,15000,Merchant Marine and Fisheries,FALSE
103,House,160,14822,Merchant Marine and Fisheries,FALSE
103,House,160,14066,Merchant Marine and Fisheries,FALSE
103,House,160,15003,Merchant Marine and Fisheries,FALSE
103,House,160,15112,Merchant Marine and Fisheries,FALSE
103,House,160,15092,Merchant Marine and Fisheries,FALSE
103,House,160,15447,Merchant Marine and Fisheries,FALSE
103,House,160,15424,Merchant Marine and Fisheries,FALSE
103,House,160,15439,Merchant Marine and Fisheries,FALSE
103,House,160,29122,Merchant Marine and Fisheries,FALSE
103,House,160,29107,Merchant Marine and Fisheries,FALSE
103,House,160,29338,Merchant Marine and Fisheries,FALSE
103,House,160,29329,Merchant Marine and Fisheries,FALSE
103,House,160,29327,Merchant Marine and Fisheries,FALSE
103,House,160,29375,Merchant Marine and Fisheries,FALSE
103,House,160,29336,Merchant Marine and Fisheries,FALSE
103,House,160,29311,Merchant Marine and Fisheries,FALSE
103,House,160,15086,Merchant Marine and Fisheries,FALSE
103,House,160,29135,Merchant Marine and Fisheries,FALSE
103,House,160,29368,Merchant Marine and Fisheries,FALSE
103,House,160,29359,Merchant Marine and Fisheries,FALSE
103,House,164,14256,Natural Resources,FALSE
103,House,164,14274,Natural Resources,FALSE
103,House,164,14435,Natural Resources,FALSE
103,House,164,14441,Natural Resources,FALSE
103,House,164,14448,Natural Resources,FALSE
103,House,164,14458,Natural Resources,FALSE
103,House,164,14672,Natural Resources,FALSE
103,House,164,70301,Natural Resources,TRUE
103,House,164,14825,Natural Resources,FALSE
103,House,164,15032,Natural Resources,FALSE
103,House,164,15055,Natural Resources,FALSE
103,House,164,15410,Natural Resources,FALSE
103,House,164,70302,Natural Resources,TRUE
103,House,164,15425,Natural Resources,FALSE
103,House,164,29114,Natural Resources,FALSE
103,House,164,15245,Natural Resources,FALSE
103,House,164,29105,Natural Resources,FALSE
103,House,164,29127,Natural Resources,FALSE
103,House,164,70304,Natural Resources,TRUE
103,House,164,29304,Natural Resources,FALSE
103,House,164,39306,Natural Resources,FALSE
103,House,164,29342,Natural Resources,FALSE
103,House,164,29380,Natural Resources,FALSE
103,House,164,70305,Natural Resources,TRUE
103,House,164,15023,Natural Resources,FALSE
103,House,164,10757,Natural Resources,FALSE
103,House,164,29351,Natural Resources,FALSE
103,House,164,39315,Natural Resources,FALSE
103,House,164,14066,Natural Resources,FALSE
103,House,164,14829,Natural Resources,FALSE
103,House,164,15075,Natural Resources,FALSE
103,House,164,15413,Natural Resources,FALSE
103,House,164,15063,Natural Resources,FALSE
103,House,164,15633,Natural Resources,FALSE
103,House,164,15455,Natural Resources,FALSE
103,House,164,15419,Natural Resources,FALSE
103,House,164,29104,Natural Resources,FALSE
